word,lemma_old,POS_old,IC_old,English,Animate,Innapropriate,Derivational,Potentially_Use,Other_POS,Span_Dic_Freq,Verb_Frequency,Adj_Frequency,Other_Freq,Regional_Use,Regional_dont_use,Use,log_freq,stim_list,lemma_new,POS_new,IC_new
pela,pela,nfs    ,NC_A,"hit, beating",,,,1,V,4419,1,,,,,0,,1,pelo,n,nc_o
pelo,pelo,n,NC_O,hair,,,,1,V,147588,1,,,,,0,,1,pelo,nms,nc_o
pelo,pelo,n,NC_O,hair,,,,1,V,147588,1,,,,,0,,1,pelo,n,nc_o
pero,pero,nms    ,NC_O,but (from conj.),,,,1,Conj,355361,,,1,,,0,,1,pero,nms,nc_o
pica,pica,nfs    ,NC_A,"pike, lance, pick, spade (in cards)",,,,1,V,8064,1,,,,,0,,1,pica,nfs,nc_a
pica,pica,nfs    ,NC_A,"pike, lance, pick, spade (in cards)",,,,1,V,8064,1,,,,,0,,1,pico,n,nc_o
pico,pico,n,NC_O,"beak, sharp point, beak",,,,1,V,92324,1,,,,,0,,1,pico,nms,nc_o
pico,pico,n,NC_O,"beak, sharp point, beak",,,,1,V,92324,1,,,,,0,,1,pico,n,nc_o
pincha,pincha,np,NC_A,DJ/disc-jockey (SP),,,,1,V,0,1,,,,,0,,1,pincha,np,nc_a
pincho,pincho,nms    ,NC_O,"Skewer, shank, (PU) Penis",,1,,1,V,2749,1,,,,,0,,1,pincho,nms,nc_o
pisa,pisa,nfs    ,NC_A,"tread, stamp, brothel",,1,,1,V,603,1,,,,,0,,1,pisa,nfs,nc_a
piso,piso,n,NC_O,"floor, level, tier,",,,,1,V,311483,1,,,,,0,,1,piso,nms,nc_o
piso,piso,n,NC_O,"floor, level, tier,",,,,1,V,311483,1,,,,,0,,1,piso,n,nc_o
pita,pita,nfs    ,NC_A,"agave, pita fiber, pita bread",,,,1,V,2117,1,,,,,0,,1,pita,nfs,nc_a
pito,pito,nms    ,NC_O,"whistle, fife, catcall, penis",,1,,1,V,5570,1,,,,,0,,1,pito,nms,nc_o
plana,plana,nfs    ,NC_A,"face of paper, page of newspaper",,,,1,Adj,18853,,1,,,,0,,1,plana,nfs,nc_a
plano,plano,nms    ,NC_O," flat, street plan",,,,1,Adj,157575,,1,,,,0,,1,plano,nms,nc_o
plÃ¡stica,plÃ¡stica,nfs    ,NC_A,art (school subject),,,,1,adj,6720,,1,,,,0,,1,plÃ¡stica,nfs,nc_a
plÃ¡stico,plÃ¡stico,nms    ,NC_O,plastic,,,,1,adj,135220,,1,,,,0,,1,plÃ¡stico,nms,nc_o
polla,polla,nfs    ,NC_A,"a young hen, a drink ",,,,1,Adj,1340,,1,,,,0,,1,polla,nfs,nc_a
pollo,pollo,nms    ,NC_O,"chicken meant, a young chick",,,,1,Adj,91988,,1,,,,0,,1,pollo,nms,nc_o
puesta,puesta,nfs    ,NC_A,"clutch (of eggs), sunset, tie/draw, placement",,,,1,Adj/V,408098,1,1,,,,0,,1,puesta,nfs,nc_a
puesto,puesto,nms    ,NC_O,"market stall, professional position",,,,1,Adj/V,638728,1,1,,,,0,,1,puesto,nms,nc_o
puja,puja,nfs    ,NC_A,"bid, struggle",,,,1,V,22425,1,,,,,0,,1,puja,nfs,nc_a
pujo,pujo,nms    ,NC_O,(medicine) pushing,,,,1,V,187,1,,,,,0,,1,pujo,nms,nc_o
puntera,puntera,nfs    ,NC_A,"(computing) pointer, leader, outstanding person",1,,,1,Adj,1664,,1,,,,0,,1,puntera,nfs,nc_a
puntero,puntero,nms    ,NC_O,toe (of a shoe),,,,1,Adj,31878,,1,,,,0,,1,puntero,nms,nc_o
quiebra,quiebra,nfs    ,NC_A,"crack, ravine, bancruptcy",,,,1,V,54718,1,,,,,0,,1,quiebra,nfs,nc_a
quiebro,quiebro,nms    ,NC_O,"dodge, swerve,",,,,1,V,841,1,,,,,0,,1,quiebro,nms,nc_o
rastra,rastra,nfs    ,NC_A,"rake, harrow",,,,1,V,2836,1,,,,,0,,1,rastra,nfs,nc_a
rastro,rastro,nms    ,NC_O,"sign, trace, trail, rake",,,,1,V,52074,1,,,,,0,,1,rastro,nms,nc_o
rastro,rastro,nms    ,NC_O,"sign, trace, trail, rake",,,,1,V,52074,1,,,,,0,,1,rastro,n,nc_o
raya,raya,nfs    ,NC_A,"line, limit, scratch, ray",,,,1,V,25902,1,,,,,0,,1,raya,nfs,nc_a
rayo,rayo,nms    ,NC_O,"beem, ray (of sun), bolt of lightning",,,,1,V,38072,1,,,,,0,,1,rayo,nms,nc_o
rayo,rayo,nms    ,NC_O,"beem, ray (of sun), bolt of lightning",,,,1,V,38072,1,,,,,0,,1,rayo,n,nc_o
rebaja,rebaja,nfs    ,NC_A,"sale, reduction",,,,1,V,51775,1,,,,,0,,1,rebaja,nfs,nc_a
rebajo,rebajo,nms    ,NC_O,rabbet,,,,1,V,294,1,,,,,0,,1,rebajo,nms,nc_o
recta,recta,nfs    ,NC_A,straight line,,,,1,V,66843,1,,,,,0,,1,recta,nfs,nc_a
recto,recto,nms    ,NC_O,rectum,,,,1,V,6631,1,,,,,0,,1,recto,nms,nc_o
renuncia,renuncia,nfs    ,NC_A,resignation,,,,1,V,235002,1,,,,,0,,1,renuncia,nfs,nc_a
renuncio,renuncio,nms    ,NC_O,"revoke, contradiction",,,,1,V,208,1,,,,,0,,1,renuncio,nms,nc_o
resta,resta,nfs    ,NC_A,subtraction,,,,1,V,1679,1,,,,,0,,1,resta,nfs,nc_a
resto,resto,nms    ,NC_O,"rest, remainder",,,,1,V,1098773,1,,,,,0,,1,resto,nms,nc_o
retÃ­cula,retÃ­cula,nfs    ,NC_A,grid,,,,1,V,420,1,,,,,0,,1,retÃ­cula,nfs,nc_a
retÃ­culo,retÃ­culo,nms    ,NC_O,"reticule, (math) lattice",,,,1,V,148,1,,,,,0,,1,retÃ­culo,nms,nc_o
reversa,reverso,nj,NC_O,reverse (gear) (LA),,,,1,V,0,1,,,,,0,,1,reverso,nj,nc_o
reverso,reverso,nms    ,NC_O,"back, back side",,,,1,V,7704,1,,,,,0,,1,reverso,nms,nc_o
reverso,reverso,nms    ,NC_O,"back, back side",,,,1,V,7704,1,,,,,0,,1,reverso,nj,nc_o
rueda,rueda,nfs    ,NC_A,"wheel, train",,,,1,V,351588,1,,,,,0,,1,rueda,nfs,nc_a
ruedo,ruedo,nms    ,NC_O,"hem of garment, circle/ring (of people)",,,,1,V,22479,1,,,,,0,,1,ruedo,nms,nc_o
ra,ria,n,NC_A,river,,,,1,V,8533,1,,,,,0,,1,,,
ro,rio,n,NC_O,mouth of river,,,,1,V,456810,1,,,,,0,,1,,,
rÃ­a,rÃ­a,nfs    ,NC_A,mouth of a river,,,,1,V,8533,1,,,,,0,,1,rÃ­a,nfs,nc_a
rÃ­o,rÃ­o,nms    ,NC_O,river,,,,1,V,456810,1,,,,,0,,1,rÃ­o,nms,nc_o
seÃ±a,seÃ±a,nfs    ,NC_A,"sign, gest",,,,1,V,17318,1,,,,,0,,1,seÃ±a,nfs,nc_a
seÃ±o,seÃ±o,n,NC_O,"Miss (SP, MX)",,,,1,V,0,1,,,,,0,,1,seÃ±o,n,nc_o
siniestra,siniestra,nfs    ,NC_A,left hand,,,,1,Adj,170,,1,,,,0,,1,siniestra,nfs,nc_a
siniestro,siniestro,nms    ,NC_O,"accident, catastrophe",,,,1,Adj,111246,,1,,,,0,,1,siniestro,nms,nc_o
sota,sota,nms    ,NC_A,"jack (of cards), insulent woman/hussy",,,,1,V/Prep,548,1,1,1,,,0,,1,sota,nms,nc_a
soto,soto,nms    ,NC_O,"grove, copse",,,,1,V,886,1,,,,,0,,1,soto,nms,nc_o
suma,suma,nfs    ,NC_A,"sum, addition",,,,1,Adj/V,212728,1,1,,,,0,,1,suma,nfs,nc_a
sumo,sumo,nms    ,NC_O,sumo (wrestling),,,,1,Adj/V,12470,1,1,,,,0,,1,sumo,nms,nc_o
tala,tala,nms    ,NC_A,"felling, cutting down",,,,1,V,24614,1,,,,,0,,1,tala,nms,nc_a
talla,talla,nfs    ,NC_A,"size, height",,,,1,V,82567,1,,,,,0,,1,talla,nfs,nc_a
tallo,tallo,nms    ,NC_O,"stalk, stem",,,,1,V,4173,1,,,,,0,,1,tallo,nms,nc_o
talo,talo,n,NC_O,"stem, shaft, ",,,,1,V,0,1,,,,,0,,1,talo,n,nc_o
teja,teja,nms    ,NC_A,"roof tile, type of noodle",,,,1,V,3060,1,,,,,0,,1,teja,nms,nc_a
tejo,tejo,nms    ,NC_O,"a shard, tile of a game, shuffleboard",,,,1,V,1763,1,,,,,0,,1,tejo,nms,nc_o
tinta,tinta,n,NC_A,writing ink,,,,1,Adj/V,30715,1,1,,,,0,,1,tinta,nfs,nc_a
tinta,tinta,n,NC_A,writing ink,,,,1,Adj/V,30715,1,1,,,,0,,1,tinta,n,nc_a
tinto,tinto,nms    ,NC_O,red wine,,,,1,Adj/V,3927,1,1,,,,0,,1,tinto,nms,nc_o
tinto,tinto,nms    ,NC_O,red wine,,,,1,Adj/V,3927,1,1,,,,0,,1,tinto,n,nc_o
tirada,tirada,nfs    ,NC_A,"shooting, throw, edition",,,,1,Adj/V,15381,1,1,,,,0,,1,tirada,nfs,nc_a
tirado,tirado,nms    ,NC_O,bum/hobo,,,,1,Adj/V,29379,1,1,,,,0,,1,tirado,nms,nc_o
toma,toma,nfs    ,NC_A,"conquest, dose, socket, shot",,,,1,V,223660,1,,,,,0,,1,toma,nfs,nc_a
tomo,tomo,nms    ,NC_O,"tome, volume",,,,1,V,20453,1,,,,,0,,1,tomo,nms,nc_o
trama,trama,n,NC_A,"weave, plot, grid, fabric",,,,1,V,148504,1,,,,,0,,1,trama,nfs,nc_a
trama,trama,n,NC_A,"weave, plot, grid, fabric",,,,1,V,148504,1,,,,,0,,1,trama,n,nc_a
tramo,tramo,nms    ,NC_O,"section, stretch",,,,1,V,258022,1,,,,,0,,1,tramo,nms,nc_o
tramo,tramo,nms    ,NC_O,"section, stretch",,,,1,V,258022,1,,,,,0,,1,tramo,n,nc_o
tranca,tranca,nms    ,NC_A,"thick bar, door bolt",,,,1,V,2605,1,,,,,0,,1,tranca,nms,nc_a
tranco,tranco,nms    ,NC_O,"large step, jump",,,,1,V,1428,1,,,,,0,,1,tranco,nms,nc_o
trata,trata,nfs    ,NC_A,"trafficking, trade, slave-trade",,1,,1,V,822,1,,,,,0,,1,trata,nfs,nc_a
trato,trato,nms    ,NC_O,"treatment, deal, bargin, behavior",,,,1,V,150915,1,,,,,0,,1,trato,nms,nc_o
traza,traza,nfs    ,NC_A,"trace, design, layout",,,,1,V,8457,1,,,,,0,,1,traza,nfs,nc_a
trazo,trazo,nms    ,NC_O,"line, outline, writing stroke",,,,1,V,11896,1,,,,,0,,1,trazo,nms,nc_o
trilla,trilla,nfs    ,NC_A,"gurnard (fish), threshing",,,,1,V,2453,1,,,,,0,,1,trilla,nfs,nc_a
trillo,trillo,nms    ,NC_O,threshing board,,,,1,V,548,1,,,,,0,,1,trillo,nms,nc_o
tumba,tumba,nfs    ,NC_A,"grave, tomb, ",,,,1,V,56765,1,,,,,0,,1,tumba,nfs,nc_a
tumbo,tumbo,nms    ,NC_O,"jolt, shake, shudder, monastic letters",,,,1,V,1048,1,,,,,0,,1,tumbo,nms,nc_o
vacuna,vacuna,nfs    ,NC_A,vaccine,,,,1,Adj,70888,,1,,,,0,,1,vacuna,nfs,nc_a
vacuno,vacuno,nms    ,NC_O,"bovine, beef",,,,1,Adj,5960,,1,,,,0,,1,vacuno,nms,nc_o
vara,vara,nfs    ,NC_A,"rod, pole",,,,1,"Adj, V",18047,1,1,,,,0,,1,vara,nfs,nc_a
vara,vara,nfs    ,NC_A,"rod, pole",,,,1,"Adj, V",18047,1,1,,,,0,,1,vara,n,nc_a
varo,varo,n,NC_O,(MX) money,,,,1,"Adj, V",0,1,1,,,,0,,1,varo,n,nc_o
vela,vela,nfs    ,NC_A,"candle, sail",,,,1,V,22371,1,,,,,0,,1,vela,nfs,nc_a
velo,velo,nms    ,NC_O,veil,,,,1,v,9662,1,,,,,0,,1,velo,nms,nc_o
venera,venera,nfs    ,NC_A,scallop shell,,,,1,V,198,1,,,,,0,,1,venera,nfs,nc_a
venero,venero,nms    ,NC_O,"spring, vein",,,,1,V,164,1,,,,192,0,,1,venero,nms,nc_o
visa,visa,nfs    ,NC_A,"visa (LA), ",,,,1,V,74327,1,,,,,0,,1,visa,nfs,nc_a
viso,viso,nms    ,NC_O,"appearance, vantage point",,,,1,V,1666,1,,,,,0,,1,viso,nms,nc_o
acta,acta,nfs    ,NC_A,"certificate, minutes/record, election results",,,,1,,102057,,,,,,1,2.29666519,1,acta,nfs,nc_a
acto,acto,n,NC_O,act,,,,1,,985877,,,,,,2,3.203032887,1,acto,nms,nc_o
acto,acto,n,NC_O,act,,,,1,,985877,,,,,,2,3.203032887,1,acto,n,nc_o
banda,banda,nfs    ,NC_A,band/gang,,,,1,,694090,,,,,,3,3.396199347,1,banda,nfs,nc_a
banda,banda,nfs    ,NC_A,band/gang,,,,1,,694090,,,,,,3,3.396199347,1,banda,n,nc_a
bando,bando,nms    ,NC_O,"Faction, party, swarm",,,,1,,37441,,,,,,4,2.359835482,1,bando,nms,nc_o
baza,baza,nfs    ,NC_A,trick/ cuckoo-hawk,,,,1,,7660,,,,,,5,0.954242509,1,baza,nfs,nc_a
bazo,bazo,nms    ,NC_O,spleen,,,,1,,3259,,,,,,6,2.11058971,1,bazo,nms,nc_o
braza,braza,nfs    ,NC_A,breaststroke,,,,1,,2339,,,,,,7,0.477121255,1,braza,nfs,nc_a
brazo,brazo,nms    ,NC_O,"arm (anatomy), branch, limb (of a tree)",,,,1,,152960,,,,,,8,3.365300749,1,brazo,nms,nc_o
broma,broma,n,NC_A,joke,,,,1,,79971,,,,,,9,3.556664262,1,broma,nfs,nc_a
broma,broma,n,NC_A,joke,,,,1,,79971,,,,,,9,3.556664262,1,broma,n,nc_a
bromo,bromo,nms    ,NC_O,bromine/brome,,,,1,,356,,,,,,10,0,1,bromo,nms,nc_o
caballa,caballa,nfs    ,NC_A,mackerel,,,,1,,5001,,,,,,11,1.342422681,1,caballa,nfs,nc_a
caballo,caballo,nms    ,NC_O,hourse,,,,1,,91887,,,,,,12,3.412796429,1,caballo,nms,nc_o
caca,caca,nfs    ,NC_A,poo,1,,,1,,4726,,,,,,13,2.669316881,1,caca,nfs,nc_a
caco,caco,nms    ,NC_O,thief,1,,,1,,905,,,,,,14,0,1,caco,nms,nc_o
cantera,cantera,nfs    ,NC_A,"quarry, talent, academy",,,,1,,48517,,,,,,15,1.531478917,1,cantera,nfs,nc_a
cantero,cantero,nms    ,NC_O,"quarry worker, stonemason",,,,1,,12854,,,,,,16,0,1,cantero,nms,nc_o
catalina,catalina,nfs    ,NC_A,"crankset, chainset",,,,1,,,,,,,,17,,1,catalina,nfs,nc_a
catalino,catalino,n,NC_O,cold? ,,,,1,,,,,,,,18,,1,catalino,n,nc_o
cebolla,cebolla,nfs    ,NC_A,onion,,,,1,,,,,,,,19,,1,cebolla,nfs,nc_a
cebollo,cebollo,n,NC_O,someone stupid,1,,,1,,,,,,,,20,,1,cebollo,n,nc_o
cepa,cepa,nfs    ,NC_A,"type of wine, strain, root, ancestry",,,,1,,17487,,,,,,21,1.903089987,1,cepa,nfs,nc_a
cepo,cepo,nms    ,NC_O,"snare, trap shackle",,,,1,,12187,,,,,,22,1.230448921,1,cepo,nms,nc_o
cigarra,cigarra,nfs    ,NC_A,cicada,,,,1,,787,,,,,,23,1.041392685,1,cigarra,nfs,nc_a
cigarro,cigarro,nms    ,NC_O,cigar,,,,1,,12826,,,,,,24,2.491361694,1,cigarro,nms,nc_o
cinta,cinta,n,NC_A,"ribbon, tape",,,,1,,255964,,,,,,25,3.381656483,1,cinta,nfs,nc_a
cinta,cinta,n,NC_A,"ribbon, tape",,,,1,,255964,,,,,,25,3.381656483,1,cinta,n,nc_a
cinto,cinto,nms    ,NC_O,belt,,,,1,,3326,,,,,,26,1.662757832,1,cinto,nms,nc_o
coca,coca,nfs    ,NC_A,coca plant; coca cola; cocaine,,,,1,,73109,,,,,,27,2.828659897,1,coca,nfs,nc_a
coca,coca,nfs    ,NC_A,coca plant; coca cola; cocaine,,,,1,,73109,,,,,,27,2.828659897,1,coca,n,nc_a
cochinilla,cochinilla,nfs    ,NC_A,"pill bug, cochineal",,,,1,,1190,,,,,,28,0.477121255,1,cochinilla,nfs,nc_a
cochinillo,cochinillo,nms    ,NC_O,suckling pig,1,,,1,,1626,,,,,,29,0.84509804,1,cochinillo,nms,nc_o
coco,coco,nms    ,NC_O,"coconut, weevil, bogeyman",,,,1,,33932,,,,,,30,2.618048097,1,coco,nms,nc_o
coco,coco,nms    ,NC_O,"coconut, weevil, bogeyman",,,,1,,33932,,,,,,30,2.618048097,1,coco,n,nc_o
coleta,coleta,nfs    ,NC_A,"ponytail, exhuatspipe, aftertought",,,,1,,4573,,,,,,31,1.079181246,1,coleta,nfs,nc_a
coleto,coleto,nms    ,NC_O,"mop, type of jacket, one's insides",,,,1,mop only in venezuela,219,,,,,,32,0,1,coleto,nms,nc_o
correa,correa,nfs    ,NC_A,"belt, leash",,,,1,,12658,,,,,,33,2.401400541,1,correa,nfs,nc_a
correa,correa,nfs    ,NC_A,"belt, leash",,,,1,,12658,,,,,,33,2.401400541,1,correo,n,nc_o
correa,correa,nfs    ,NC_A,"belt, leash",,,,1,,12658,,,,,,33,2.401400541,1,correa,n,nc_a
correo,correo,n,NC_O,mail,,,,1,,822099,,,,,,34,3.252367514,1,correo,nms,nc_o
correo,correo,n,NC_O,mail,,,,1,,822099,,,,,,34,3.252367514,1,correo,n,nc_o
costa,costa,nfs    ,NC_A,"coast, expense",,,,1,,309519,,,,,,35,3.202215776,1,costa,nfs,nc_a
costo,costo,nms    ,NC_O,cost,,,,1,,528698,,,,,,36,2.707570176,1,costo,nms,nc_o
cota,cota,nfs    ,NC_A,"coat of arms, elevation",,,,1,,24110,,,,,,37,1.342422681,1,cota,nfs,nc_a
cota,cota,nfs    ,NC_A,"coat of arms, elevation",,,,1,,24110,,,,,,37,1.342422681,1,cota,n,nc_a
coto,coto,nms    ,NC_O,"preserve, wildlife, landmark, limit",,,,1,,11466,,,,,,38,1.176091259,1,coto,nms,nc_o
coto,coto,nms    ,NC_O,"preserve, wildlife, landmark, limit",,,,1,,11466,,,,,,38,1.176091259,1,coto,n,nc_o
cuarteta,cuarteta,nfs    ,NC_A,four line strophe,,,,1,,1770,,,,,,39,0,1,cuarteta,nfs,nc_a
cuarteto,cuarteto,nms    ,NC_O,quartet,,,,1,,26951,,,,,,40,1.832508913,1,cuarteto,nms,nc_o
cuba,cuba,np,NC_A,"barrel, Cuba",,,,1,,1020150,,,,,,41,2.677606953,1,cuba,np,nc_a
cubo,cubo,nms    ,NC_O,"cube, bucket/pail (SP, CB)",,,,1,,12350,,,,,,42,2.5289167,1,cubo,nms,nc_o
cuenca,cuenca,nfs    ,NC_A,"eye socket, watershed, vallue",,,,1,,140432,,,,,,43,1.414973348,1,cuenca,nfs,nc_a
cuenco,cuenco,nms    ,NC_O,bowl,,,,1,,2444,,,,,,44,1.230448921,1,cuenco,nms,nc_o
endoscopia,endoscopia,n,NC_A,endoscopy,,,,1,,1785,,,,,,45,1.146128036,1,endoscopia,n,nc_a
endoscopio,endoscopio,n,NC_O,endoscope,,,,1,,653,,,,,,46,0.954242509,1,endoscopio,n,nc_o
estampida,estampida,nfs    ,NC_A,"stampede, fight, bag, crack",,,,1,,8522,,,,,,47,1.785329835,1,estampida,nfs,nc_a
estampido,estampido,nms    ,NC_O,"crack, bang",,,,1,,339,,,,,,48,0,1,estampido,nms,nc_o
estrada,estrada,nfs    ,NC_A,road,,,,1,,567,,,,,,49,0,1,estrada,nfs,nc_a
estrado,estrado,nms    ,NC_O,"platform, court",,,,1,,10757,,,,,,50,2.389166084,1,estrado,nms,nc_o
fauna,fauna,nfs    ,NC_A,fauna,,,,1,,71798,,,,,,51,1.633468456,1,fauna,nfs,nc_a
fauno,fauno,nms    ,NC_O,faun,1,,,1,,2370,,,,,,52,1.301029996,1,fauno,nms,nc_o
feta,feta,nfs    ,NC_A,feta cheese,,,,1,,858,,,,,,53,1.041392685,1,feta,nfs,nc_a
feto,feto,nms    ,NC_O,"fetus, hideous person (SP)",,,,1,,21517,,,,,,54,2.149219113,1,feto,nms,nc_o
fonda,fonda,nfs    ,NC_A,"small restaurant, boarding house, stall/canteen",,,,1,,2874,,,,,,55,1.447158031,1,fonda,nfs,nc_a
fondo,fondo,nms    ,NC_O,"bottom, back, fund, ground",,,,1,,556985,,,,,,56,3.442322956,1,fondo,nms,nc_o
gimnasia,gimnasia,nfs    ,NC_A,Gymnastics,,,,1,,81217,,,,,,57,2.50242712,1,gimnasia,nfs,nc_a
gimnasio,gimnasio,nms    ,NC_O,gymnasium,,,,1,,102104,,,,,,58,3.01911629,1,gimnasio,nms,nc_o
grama,grama,nfs    ,NC_A,"grass, lawn (Carribean)",,,,1,,5745,,,,,,59,1.431363764,1,grama,nfs,nc_a
grama,grama,nfs    ,NC_A,"grass, lawn (Carribean)",,,,1,,5745,,,,,,59,1.431363764,1,grama,n,nc_a
gramo,gramo,nms    ,NC_O,gram,,,,1,,8285,,,,,,60,1.968482949,1,gramo,nms,nc_o
gramo,gramo,nms    ,NC_O,gram,,,,1,,8285,,,,,,60,1.968482949,1,gramo,n,nc_o
grupa,grupa,nfs    ,NC_A,haunch (of horses),,,,1,,700,,,,,,61,0,1,grupa,nfs,nc_a
grupo,grupo,nms    ,NC_O,"group, party",,,,1,,2881442,,,,,,62,3.718003168,1,grupo,nms,nc_o
hada,hada,nfs    ,NC_A,"fairy, ",,,,1,,4267,,,,,,63,2.517195898,1,hada,nfs,nc_a
hada,hada,nfs    ,NC_A,"fairy, ",,,,1,,4267,,,,,,63,2.517195898,1,hada,n,nc_a
hado,hado,nms    ,NC_O,"fate, destiny",,,,1,,504,,,,,,64,0,1,hado,nms,nc_o
hoya,hoya,nfs    ,NC_A,"pit, grave",,,,1,,471,,,,,,65,0,1,hoya,nfs,nc_a
hoyo,hoyo,nms    ,NC_O,hole,,,,1,,19587,,,,,,66,3.007747778,1,hoyo,nms,nc_o
ira,ira,nfs    ,NC_A,"anger, ire, wrath, rage",,,,1,,,,,,,,67,,1,ira,nfs,nc_a
iro,iro,n,NC_O,mohawk,,,,1,,,,,,,,68,,1,iro,n,nc_o
libreta,libreta,nfs    ,NC_A,notebook,,,,1,,16836,,,,,,69,2.29666519,1,libreta,nfs,nc_a
libreto,libreto,nms    ,NC_O,libretto (text of dramatic musical work),,,,1,,17854,,,,,,70,1.812913357,1,libreto,nms,nc_o
loma,loma,nfs    ,NC_A,"hill, suburb",,,,1,,8768,,,,,,71,1.602059991,1,loma,nfs,nc_a
lomo,lomo,nms    ,NC_O,"back (of body), loin, fillet, spine, crease, blunt edge",,,,1,,17906,,,,,,72,2.117271296,1,lomo,nms,nc_o
magnesia,magnesia,nfs    ,NC_A,magnesia (mineral),,,,1,,281,,,,,,73,0,1,magnesia,nfs,nc_a
magnesio,magnesio,nms    ,NC_O,"magnesium, chalk",,,,1,,10308,,,,,,74,1.612783857,1,magnesio,nms,nc_o
mantilla,mantilla,nfs    ,NC_A,lace scarf worn in Spain,,,,1,,2981,,,,,,75,0,1,mantilla,nfs,nc_a
mantillo,mantillo,nms    ,NC_O,mulch,,,,1,,195,,,,,,76,0,1,mantillo,nms,nc_o
minuta,minuta,nfs    ,NC_A,"rought draft, bill, fee, list, minutes (of a meeting)",,,,1,,13612,,,,,,77,0,1,minuta,nfs,nc_a
minuta,minuta,nfs    ,NC_A,"rought draft, bill, fee, list, minutes (of a meeting)",,,,1,,13612,,,,,,77,0,1,minuto,n,nc_o
minuto,minuto,n,NC_O,minute,,,,1,,551569,,,,,,78,3.857754522,1,minuto,nms,nc_o
minuto,minuto,n,NC_O,minute,,,,1,,551569,,,,,,78,3.857754522,1,minuto,n,nc_o
moda,moda,nfs    ,NC_A,"fashion, fad",,,,1,,341662,,,,,,79,3.094121596,1,moda,nfs,nc_a
modo,modo,nms    ,NC_O,"way, manner",,,,1,,649900,,,,,,80,3.81517913,1,modo,nms,nc_o
morra,morra,nfs    ,NC_A,"upper part of head, morra (game), kid (MX)",,,,1,,129,,,,,,81,0,1,morra,nfs,nc_a
morro,morro,nms    ,NC_O,"hilll, snout, mouth, pebble, headland, kid (MX)",,,,1,,9967,,,,,,82,1.278753601,1,morro,nms,nc_o
mota,mota,nfs    ,NC_A,"speck, pill (of fabric), fluff",,,,1,,6036,,,,,,83,1.785329835,1,mota,nfs,nc_a
moto,moto,nms    ,NC_O,"short for motorcycle, milestone",,,,1,,172418,,,,,,84,2.853698212,1,moto,nms,nc_o
onagra,onagra,nfs    ,NC_A,evening primose,,,,1,,107,,,,,,85,0,1,onagra,nfs,nc_a
onagro,onagro,nms    ,NC_O,onager,,,,1,,59,,,,,,86,0,1,onagro,nms,nc_o
pepita,pepita,nfs    ,NC_A,"pepita seed, nugget (of gold)",,,,1,,1180,,,,,,87,1.361727836,1,pepita,nfs,nc_a
pepito,pepito,nms    ,NC_O,A small sandwich with meat (VZ?),,,,1,,471,,,,,,88,0,1,pepito,nms,nc_o
pina,piÃ±a,n,NC_A,border stone,,,,1,WITHOUT ,117,,,,,,89,0,1,piÃ±a,n,nc_a
pina,piÃ±a,n,NC_A,border stone,,,,1,WITHOUT ,117,,,,,,89,0,1,pina,nfs,nc_a
pino,pino,nms    ,NC_O,pine,,,,1,,26025,,,,,,90,2.281033367,1,pino,nms,nc_o
pino,pino,nms    ,NC_O,pine,,,,1,,26025,,,,,,90,2.281033367,1,pino,n,nc_o
plaza,plaza,n,NC_A,plaza,,,,1,,532984,,,,,,91,2.802089258,1,plaza,nfs,nc_a
plaza,plaza,n,NC_A,plaza,,,,1,,532984,,,,,,91,2.802089258,1,plaza,n,nc_a
plazo,plazo,n,NC_O,"perdio, deadline, installment",,,,1,,888796,,,,,,92,2.822821645,1,plazo,nms,nc_o
plazo,plazo,n,NC_O,"perdio, deadline, installment",,,,1,,888796,,,,,,92,2.822821645,1,plazo,n,nc_o
puerta,puerta,n,NC_A,"door, gate",,,,1,,501293,,,,,,93,4.136149586,1,puerta,nfs,nc_a
puerta,puerta,n,NC_A,"door, gate",,,,1,,501293,,,,,,93,4.136149586,1,puerta,n,nc_a
puerto,puerto,nms    ,NC_O,"port, harbour",,,,1,,295346,,,,,,94,2.903089987,1,puerto,nms,nc_o
puerto,puerto,nms    ,NC_O,"port, harbour",,,,1,,295346,,,,,,94,2.903089987,1,puerto,n,nc_o
pulpa,pulpa,nfs    ,NC_A,"soft part of animals body, pulp ",,,,1,,8628,,,,,,95,1.579783597,1,pulpa,nfs,nc_a
pulpo,pulpo,nms    ,NC_O,octopus,,,,1,,16384,,,,,,96,1.908485019,1,pulpo,nms,nc_o
puntilla,puntilla,nfs    ,NC_A,"dagger, tiptoe, lace",,,1,1,,5359,,,,,,97,0.954242509,1,puntilla,nfs,nc_a
puntillo,puntillo,nms    ,NC_O,"self-love, a little point",,,1,1,,173,,,,,,98,0,1,puntillo,nms,nc_o
rama,rama,nfs    ,NC_A,branch,,,,1,,76922,,,,,,99,2.404833717,1,rama,nfs,nc_a
ramo,ramo,nms    ,NC_O,"bouquet, branch",,,,1,,43599,,,,,,100,2.227886705,1,ramo,nms,nc_o
rodilla,rodilla,nfs    ,NC_A,knee,,,,1,,114180,,,,,,101,2.77815125,1,rodilla,nfs,nc_a
rodillo,rodillo,nms    ,NC_O,"roller, rolling pin",,,,1,,5246,,,,,,102,1.431363764,1,rodillo,nms,nc_o
